trade_date,exchange,symbol,remote_path,local_path,remote_size,download_status,downloaded_bytes,error
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034845_222182-000513.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034845_222182-000513.parquet,34182,skipped_existing,34182,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034858_969523-000545.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034858_969523-000545.parquet,34512,skipped_existing,34512,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034912_968666-000577.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034912_968666-000577.parquet,35052,skipped_existing,35052,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034926_971598-000609.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034926_971598-000609.parquet,35855,skipped_existing,35855,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034940_970045-000641.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034940_970045-000641.parquet,35572,skipped_existing,35572,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-034954_971833-000673.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-034954_971833-000673.parquet,36025,skipped_existing,36025,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035008_970333-000705.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035008_970333-000705.parquet,36037,skipped_existing,36037,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035022_978146-000737.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035022_978146-000737.parquet,35704,skipped_existing,35704,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035036_721678-000769.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035036_721678-000769.parquet,35571,skipped_existing,35571,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035050_469618-000801.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035050_469618-000801.parquet,35592,skipped_existing,35592,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035104_219390-000833.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035104_219390-000833.parquet,35868,skipped_existing,35868,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035117_967918-000865.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035117_967918-000865.parquet,35184,skipped_existing,35184,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035131_722015-000897.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035131_722015-000897.parquet,34447,skipped_existing,34447,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035145_490880-000929.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035145_490880-000929.parquet,34619,skipped_existing,34619,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035159_470093-000961.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035159_470093-000961.parquet,34731,skipped_existing,34731,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035213_470245-000993.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035213_470245-000993.parquet,34649,skipped_existing,34649,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035227_219327-001025.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035227_219327-001025.parquet,34108,skipped_existing,34108,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035241_222821-001057.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035241_222821-001057.parquet,34422,skipped_existing,34422,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035255_218717-001089.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035255_218717-001089.parquet,34455,skipped_existing,34455,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035309_222912-001121.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035309_222912-001121.parquet,34528,skipped_existing,34528,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035322_970925-001153.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035322_970925-001153.parquet,35965,skipped_existing,35965,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035336_968533-001185.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035336_968533-001185.parquet,35989,skipped_existing,35989,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035350_722480-001217.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035350_722480-001217.parquet,36145,skipped_existing,36145,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035404_719696-001249.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035404_719696-001249.parquet,35998,skipped_existing,35998,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035418_469207-001281.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035418_469207-001281.parquet,35984,skipped_existing,35984,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035432_218247-001313.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035432_218247-001313.parquet,35880,skipped_existing,35880,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035446_217709-001345.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035446_217709-001345.parquet,36249,skipped_existing,36249,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035500_221293-001377.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035500_221293-001377.parquet,35627,skipped_existing,35627,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035514_218158-001409.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035514_218158-001409.parquet,35636,skipped_existing,35636,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035528_218839-001441.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035528_218839-001441.parquet,34492,skipped_existing,34492,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035542_220141-001473.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035542_220141-001473.parquet,34751,skipped_existing,34751,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035555_970362-001505.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035555_970362-001505.parquet,34721,skipped_existing,34721,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035609_969458-001537.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035609_969458-001537.parquet,34674,skipped_existing,34674,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035624_221998-001569.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035624_221998-001569.parquet,34520,skipped_existing,34520,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035637_970006-001601.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035637_970006-001601.parquet,34536,skipped_existing,34536,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035651_969402-001633.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035651_969402-001633.parquet,34543,skipped_existing,34543,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035705_719034-001665.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035705_719034-001665.parquet,34501,skipped_existing,34501,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035719_721434-001697.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035719_721434-001697.parquet,34533,skipped_existing,34533,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035733_721346-001729.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035733_721346-001729.parquet,34699,skipped_existing,34699,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035747_971538-001761.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035747_971538-001761.parquet,34738,skipped_existing,34738,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035802_221456-001793.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035802_221456-001793.parquet,34717,skipped_existing,34717,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035816_719202-001825.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035816_719202-001825.parquet,34698,skipped_existing,34698,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035830_720793-001857.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035830_720793-001857.parquet,34666,skipped_existing,34666,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035844_719070-001889.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035844_719070-001889.parquet,34582,skipped_existing,34582,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035858_728752-001921.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035858_728752-001921.parquet,34715,skipped_existing,34715,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035912_721539-001953.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035912_721539-001953.parquet,34691,skipped_existing,34691,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035926_722824-001985.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035926_722824-001985.parquet,34695,skipped_existing,34695,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035940_721016-002017.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035940_721016-002017.parquet,34669,skipped_existing,34669,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-035954_720355-002049.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-035954_720355-002049.parquet,34676,skipped_existing,34676,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040008_968966-002081.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040008_968966-002081.parquet,34405,skipped_existing,34405,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040022_979595-002113.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040022_979595-002113.parquet,34482,skipped_existing,34482,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040036_968619-002145.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040036_968619-002145.parquet,34473,skipped_existing,34473,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040050_720057-002177.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040050_720057-002177.parquet,34640,skipped_existing,34640,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040104_476405-002209.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040104_476405-002209.parquet,34534,skipped_existing,34534,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040118_467921-002241.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040118_467921-002241.parquet,34712,skipped_existing,34712,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040132_219854-002273.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040132_219854-002273.parquet,34709,skipped_existing,34709,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040145_969004-002305.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040145_969004-002305.parquet,34498,skipped_existing,34498,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040159_969677-002337.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040159_969677-002337.parquet,34462,skipped_existing,34462,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040213_971858-002369.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040213_971858-002369.parquet,35407,skipped_existing,35407,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040227_719691-002401.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040227_719691-002401.parquet,36137,skipped_existing,36137,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040241_974562-002433.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040241_974562-002433.parquet,36249,skipped_existing,36249,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040256_218242-002465.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040256_218242-002465.parquet,35720,skipped_existing,35720,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040310_969843-002497.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040310_969843-002497.parquet,36072,skipped_existing,36072,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040324_968079-002529.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040324_968079-002529.parquet,36330,skipped_existing,36330,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040339_216559-002561.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040339_216559-002561.parquet,35527,skipped_existing,35527,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040353_468982-002593.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040353_468982-002593.parquet,36148,skipped_existing,36148,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040407_465963-002625.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040407_465963-002625.parquet,36076,skipped_existing,36076,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040421_471395-002657.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040421_471395-002657.parquet,34803,skipped_existing,34803,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040435_466185-002689.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040435_466185-002689.parquet,34739,skipped_existing,34739,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040449_465905-002721.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040449_465905-002721.parquet,34775,skipped_existing,34775,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040503_465268-002753.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040503_465268-002753.parquet,34736,skipped_existing,34736,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040517_717373-002785.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040517_717373-002785.parquet,34734,skipped_existing,34734,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040531_971129-002817.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040531_971129-002817.parquet,34672,skipped_existing,34672,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040545_968260-002849.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040545_968260-002849.parquet,34744,skipped_existing,34744,
